requested_n_ribs,effective_n_ribs,th_front,th_back,xf,zf,phi_ribs,th_ribs,winding_number,area_factor,normed_fx,normed_fz,reward,E_front,E_back
0,0,0.002901430625035785,0.004614073837668416,0.836762700171783,-0.07719037892413072,[],[],0.24764411388961038,0.21060856152639332,0.4423124680449789,0.09633976466117154,-0.804225378799811,0.04217040014182839,0.09076903939607275
0,0,0.0027421514645894368,0.003663469883384495,0.07712343912954966,-0.8588193628343689,[],[],0.2431908105834454,0.20564695424780868,0.25489735355970267,0.15570178432447918,-0.5480333340664776,0.03494393185701468,0.053906973225619284
0,0,0.002521962442137837,0.003913519255520814,1.7408398812781545,0.658082008894064,[],[],0.24607898514980603,0.21313206381786826,0.2798106829901976,0.08244767393289114,-0.6565740580249808,0.028655114179598404,0.06195543930114707
0,0,0.0020954790727119033,0.003238820874038116,1.579865451787125,-0.32033933404899084,[],[],0.24527498881475943,0.2166283318821837,0.16179854941196037,0.05180980588320818,-0.5718920642256953,0.016986030039867376,0.03786058561158903
0,0,0.0022069688735383806,0.004518964075911136,0.4271928635937714,0.447726912685227,[],[],0.24974083370883013,0.25666922681735316,0.37745262659897527,0.0391481444041792,-0.8447145427209793,0.02036839460735215,0.08370608270987438
0,0,0.0020229479371200133,0.0039488320257723905,1.1629576275150988,0.447726912685227,[],[],0.24852492474506824,0.25700679650614516,0.26021693625074976,0.006738920669378834,-0.7590097368325843,0.01596822612164817,0.06141143785735696
0,0,0.0020100324865453822,0.00459703333420023,0.3692535141383886,0.2765337104496173,[],[],0.25053764085908914,0.261009660718964,0.38479039148285865,0.07527759671057929,-0.8210600963503325,0.015872291429261626,0.08532739647804166
0,0,0.002137429913134848,0.003913519255520814,0.218275377443383,0.9334798592855373,[],[],0.24795907613238177,0.25421656321689967,0.2593000239819534,0.012326331097214399,-0.7491493322340205,0.01849872349857255,0.06054486136578595
0,0,0.0023672415331204987,0.003238820874038116,0.47434562075287423,0.5870490067056484,[],[],0.24319609639196252,0.20922658898554547,0.17467066192220687,0.10081968299828428,-0.5262736643014306,0.023264408149199958,0.03872322157461203
0,0,0.002901430625035785,0.0044554290032480974,0.47434562075287423,-0.07719037892413072,[],[],0.24682634969221756,0.2096585046078519,0.40831516726948236,0.11664164498570244,-0.7481583765838494,0.04197197439649225,0.08450995061827378
0,0,0.0021225724517783887,0.003910253565771805,1.3423936683456805,-0.798452408086838,[],[],0.2480100383324678,0.2543390740451319,0.2580010397024201,0.011106785008649344,-0.7492433670713704,0.018154725190955172,0.06037213950913131
0,0,0.0023113133275139354,0.00459703333420023,0.3692535141383886,0.966192811901383,[],[],0.24967348330981315,0.25392404667805035,0.39942978967434756,0.029743487694378255,-0.8732838319678327,0.023058618194854413,0.08728870397121688
0,0,0.002414375356567677,0.004674143097675341,0.218275377443383,0.9334798592855373,[],[],0.2496188101770798,0.25132902954129505,0.4224231769252753,0.021447479925342194,-0.9019235367183079,0.025920879524508465,0.09083643822701075
0,0,0.0023113133275139354,0.00459703333420023,1.579865451787125,0.4213860628973958,[],[],0.24967348330981315,0.25392404667805035,0.39942978967434756,0.029743487694378255,-0.8732838319678327,0.023058618194854413,0.08728870397121688
0,0,0.002312579991045302,0.004614073837668416,0.36739794714110474,-0.07719037892413072,[],[],0.24972681902095104,0.25384711455866543,0.40316225236875297,0.03117192156540094,-0.8755642643829684,0.023094503143971885,0.08794842491987472
0,0,0.0024684761578443295,0.00471462066277433,0.218275377443383,0.9334798592855373,[],[],0.24959154125388555,0.2515849886612857,0.43500823702788516,0.018359931480719804,-0.9178248354623366,0.02750372763559033,0.0926997841887216
0,0,0.002467819414631021,0.004705785455375551,0.4271928635937714,-0.9791016507423083,[],[],0.24956364730611427,0.25059282431993585,0.43276328250607043,0.015290043333988878,-0.9176297107981317,0.027484963653949025,0.09235308975089658
0,0,0.0024681356478055178,0.004710039759990256,0.32659549385405373,0.966192811901383,[],[],0.2495770056199666,0.25059215561133963,0.4337603468592941,0.01750149504281203,-0.9164280130477882,0.027493893218973955,0.09252058609021419
0,0,0.0023113133275139354,0.004667069769408245,0.18727274367505997,0.4213860628973958,[],[],0.24990791880324936,0.25396006035968,0.4151859711278092,0.039252348658503564,-0.879801601632235,0.023065939762129575,0.08996235738317586
0,0,0.0025497858284840944,0.004736899862413265,0.29051182254008434,-0.47095564289058545,[],[],0.2494224224024839,0.24933402367919272,0.44534035538212663,0.006800805747467864,-0.9372959957163354,0.02999643134592489,0.09399733914995671
0,0,0.0025501238511914256,0.0047414473029718405,0.29051182254008434,-0.47095564289058545,[],[],0.24943796289184356,0.24845382853358058,0.44613870291708385,0.005417258860040297,-0.9386132354824677,0.030007103744982108,0.09417579011741296
0,0,0.002787189930166325,0.004815281529262295,0.39299676854089005,-0.17228598551475316,[],[],0.24892466170719857,0.24357732224194273,0.4798716183271344,0.036347024414001367,-0.9360265778622743,0.037982965005105,0.09826910057455716
